OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,FullAddress,Latitude,Longitude
68290,WALTON TRUCK STOP,US-78/SR-10 & SR-83,Monroe                                  ,GA,16,3.999,"US-78/SR-10 & SR-83, Monroe , GA",33.788322,-83.701264
68292,GAS N GO,US-280/US-19,Americus,GA,10,3.299,"US-280/US-19, Americus, GA",32.0707681,-84.2083135
68294,BP,"I-74, EXIT 51",Galesburg,IL,270,3.499,"I-74, EXIT 51, Galesburg, IL",40.587292,-90.856524
68298,MR FUEL #719,"I-80, EXIT 6",Gary,IN,365,3.56566666,"I-80, EXIT 6, Gary, IN",41.600208,-87.337792
68301,LOVES TRAVEL STOP #463,I-10 EXIT 604,Seguin,TX,740,3.179,"I-10 EXIT 604, Seguin, TX",29.572505,-98.027092
68302,FLYING J #493,I-95 EXIT 77,Saint George,SC,42,3.519,"I-95 EXIT 77, Saint George, SC",33.493245,-80.467804
68303,KWIK TRIP #351,SR-13 & SR-64,Medford,WI,295,3.40066666,"SR-13 & SR-64, Medford, WI",45.164705,-90.445798
68306,BIG D #018,SR-387 & SR-59,Gillette,WY,790,3.459,"SR-387 & SR-59, Gillette, WY",44.377283,-105.550237
68307,EXPRESSWAY LUVERNE,"I-90, EXIT 12",Luverne,MN,432,3.239,"I-90, EXIT 12, Luverne, MN",43.559059,-96.292289
68308,PINECONE TRAVEL PLAZA,"I-94, EXIT 267",Johnson Creek,WI,420,3.219,"I-94, EXIT 267, Johnson Creek, WI",44.36605,-89.699773
68311,SUN DO KWIK SHOP,SR-242,Evergreen                               ,NC,63,3.159,"SR-242, Evergreen , NC",34.420379,-78.894652
68314,Refuel #313,US-183 & SR-29,Liberty Hill                            ,TX,595,2.909,"US-183 & SR-29, Liberty Hill , TX",29.998993,-97.685267
68315,SHELL,"I-40, EXIT 200 & SR-99",Seminole,OK,483,2.859,"I-40, EXIT 200 & SR-99, Seminole, OK",35.466955,-97.463967
68316,CIRCLE K #2723622,"I-75, EXIT 345",Ringgold,GA,285,3.07566666,"I-75, EXIT 345, Ringgold, GA",34.894183,-85.159062
68318,NINOS TRUCK PLAZA,"I-10, EXIT 151",Port Allen,LA,600,3.039,"I-10, EXIT 151, Port Allen, LA",30.446325,-91.239829
68319,HOLIDAY STATIONSTORE #2746484,US-61 & US-10,Hastings,MN,448,3.569,"US-61 & US-10, Hastings, MN",44.726824,-92.8526483
68321,Big's #304,"I-35, EXIT 141",Moore,TX,740,2.999,"I-35, EXIT 141, Moore, TX",28.89594,-99.115921
68323,TRAINER MART,"I-10, EXIT 593",Marion,TX,740,2.999,"I-10, EXIT 593, Marion, TX",28.989608,-97.504598
68328,TONKAWA TRAVEL CENTER,"I-35, EXIT 214 & US-60",Tonkawa,OK,500,3.099,"I-35, EXIT 214 & US-60, Tonkawa, OK",35.402417,-97.494895
68330,SHREES TRUCK STOP,"I-90, EXIT 149 & SR-281",George                                  ,WA,920,3.709,"I-90, EXIT 149 & SR-281, George , WA",47.105525,-119.358893
68330,SHREES TRUCK STOP,"I-90, EXIT 149 & SR-281",George                                  ,WA,920,3.569,"I-90, EXIT 149 & SR-281, George , WA",47.105525,-119.358893
68330,SHREES TRUCK STOP,"I-90, EXIT 149 & SR-281",George                                  ,WA,920,3.739,"I-90, EXIT 149 & SR-281, George , WA",47.105525,-119.358893
68330,SHREES TRUCK STOP,"I-90, EXIT 149 & SR-281",George                                  ,WA,920,3.759,"I-90, EXIT 149 & SR-281, George , WA",47.105525,-119.358893
68332,CIRCLE K #2701526,"I-40, EXIT 208",Colfax,NC,65,2.95733333,"I-40, EXIT 208, Colfax, NC",35.217793,-81.158498
68333,GO MART FOOD STORE #106,US-250/US-219/SR-92/SR-55,Elkins                                  ,WV,44,3.499,"US-250/US-219/SR-92/SR-55, Elkins , WV",38.92594,-79.84673
68335,PILOT #481,"I-75, EXIT 20",Mc Donald,TN,285,3.599,"I-75, EXIT 20, Mc Donald, TN",35.112608,-84.982181
68337,SPEEDWAY #1426,US-30 & SR-51,Merrillville,IN,290,3.88566666,"US-30 & SR-51, Merrillville, IN",41.497212,-87.338656
68339,LOVES TRAVEL STOP #464,"I-10, EXIT 523 & US-87",Comfort,TX,740,3.21233333,"I-10, EXIT 523 & US-87, Comfort, TX",29.803132,-98.753304
68343,HUTCH'S #119,I-40 EXIT 40,Elk City,OK,483,2.969,"I-40 EXIT 40, Elk City, OK",35.41171,-99.404899
68347,ENERGY EXPRESS TRAVEL CENTER,I-70 EXIT 247,Saint Louis,MO,540,2.909,"I-70 EXIT 247, Saint Louis, MO",38.625574,-90.186994
68348,HOT SPOT #6007,"I-85, EXIT 80",Spartanburg                             ,SC,210,3.089,"I-85, EXIT 80, Spartanburg , SC",34.773447,-82.106524
68349,SAPP BROS TRAVEL CENTER,"US-75, EXIT 116",Le Mars,IA,527,3.269,"US-75, EXIT 116, Le Mars, IA",42.79416,-96.16558
68350,JOAQUIN QUICK STOP,US-84,Joaquin,TX,618,3.43233333,"US-84, Joaquin, TX",31.9692569,-94.0224691
68354,LEERJAK TRAVEL CENTER,US-60,Ellsinore,MO,275,3.409,"US-60, Ellsinore, MO",36.9225614,-90.7407778
68359,LOVES TRAVEL STOP #466,"I-78, EXIT 65",Jasper,AL,615,3.55566666,"I-78, EXIT 65, Jasper, AL",33.845225,-87.254767
68360,A PLUS MINI MARKET,"I-95, EXIT 19",Philadelphia                            ,PA,160,4.049,"I-95, EXIT 19, Philadelphia , PA",39.92393,-75.147232
68361,DUCK THRU FOOD STORE #34,US-158 & US-17,Elizabeth City                          ,NC,130,3.499,"US-158 & US-17, Elizabeth City , NC",36.2689883,-76.2924614
68362,RUTTERS #5,US-30 & SR-997,Fayetteville,PA,70,3.859,"US-30 & SR-997, Fayetteville, PA",39.91196,-77.56599
68364,Maplefields,"I-89, EXIT 19",Saint Albans                            ,VT,39,3.539,"I-89, EXIT 19, Saint Albans , VT",44.904776,-73.064156
68365,7-ELEVEN #36834,SR-72,Abbeville,SC,30,3.619,"SR-72, Abbeville, SC",34.215714,-82.446307
68366,MARATHON,US-68/SR-80,Russellville,KY,460,3.199,"US-68/SR-80, Russellville, KY",36.845273,-86.882321
68367,LOVES TRAVEL STOP #447,"I-10 E, EXIT 0",Anthony,TX,640,3.449,"I-10 E, EXIT 0, Anthony, TX",31.997628,-106.596018
68368,AKAL TRAVEL CENTER,I-80 EX 360,Waco,NE,413,2.799,"I-80 EX 360, Waco, NE",40.821442,-96.929704
68369,WORKMANS TRAVEL CENTER,"I-40 EXIT, 35 & SR-23",Ozark,AR,735,3.29733333,"I-40 EXIT, 35 & SR-23, Ozark, AR",35.488518,-93.865226
68370,GULF EXPRESS DIESEL AND GAS,"I-295, EXIT 4 & SR-14",Johnston                                ,RI,175,3.799,"I-295, EXIT 4 & SR-14, Johnston , RI",41.619005,-71.253012
68372,SPEEDWAY #8062,SR-26/CR-00,Kokomo,IN,375,3.799,"SR-26/CR-00, Kokomo, IN",40.4178778,-86.1946325
68375,PILOT #491,"I-81, EXIT 251 & US-11",Harrisonburg,VA,185,3.659,"I-81, EXIT 251 & US-11, Harrisonburg, VA",38.422777,-78.877137
68377,PILOT #4568,I-20 EXIT 11,Graniteville,SC,135,3.39233333,"I-20 EXIT 11, Graniteville, SC",32.955022,-81.239329
68378,PILOT TRAVEL CENTERS #596,I-69 EXIT 196,Smiths Creek,MI,342,3.959,"I-69 EXIT 196, Smiths Creek, MI",42.975759,-82.424295
68381,Fast Stop Travel Centers #2241,US-26 S & SR-39,Blackfoot,ID,825,3.999,"US-26 S & SR-39, Blackfoot, ID",43.19047,-112.34498
68382,QUIKTRIP #766,US-29 & SR-316,Dacula,GA,18,3.32066666,"US-29 & SR-316, Dacula, GA",33.988309,-83.879494
68383,AYERCO 32,US-61 & SR-P,Canton,MO,494,3.01566666,"US-61 & SR-P, Canton, MO",40.12504,-91.62516
68386,KWIK TRIP #884,US-45 & SR-22,Clintonville,WI,582,3.559,"US-45 & SR-22, Clintonville, WI",44.62053,-88.76232
68389,WEBERS OF PLYMOUTH,SR-57 N/CR-PP E,Plymouth,WI,582,3.499,"SR-57 N/CR-PP E, Plymouth, WI",44.384543,-89.814481
68394,CHEVRON,"I-84, EXIT 343/CR-104",Ogden,UT,835,3.44233333,"I-84, EXIT 343/CR-104, Ogden, UT",41.244261,-112.007924
68396,TOOT N TOTUM #44,SR-287 E/CR-335 N,Amarillo,TX,585,3.04233333,"SR-287 E/CR-335 N, Amarillo, TX",35.221997,-101.831297
68403,RUTTERS #16,"I-83, EXIT 10 & SR-214",York,PA,70,4.199,"I-83, EXIT 10 & SR-214, York, PA",39.946992,-76.720653
68405,PILOT TRAVEL CENTER #1028,"I-45, EXIT 178/US-79 N",Buffalo,TX,765,3.549,"I-45, EXIT 178/US-79 N, Buffalo, TX",31.652503,-96.160167
68406,TOOT N TOTUM #114,US-385/US-54,Dalhart,TX,585,3.199,"US-385/US-54, Dalhart, TX",36.0569881,-102.5369074
68411,PAWNEE TRAVEL PLAZA,US-412 & SR-18,Pawnee                                  ,OK,560,3.044,"US-412 & SR-18, Pawnee , OK",36.2200496,-96.4459062
68416,STRIPES 7FLEET #42515,US-87 N,Lamesa,TX,710,3.099,"US-87 N, Lamesa, TX",32.85644,-101.890439
68417,7-ELEVEN #42072,"I-20, EXIT 599/SR-281",Longview                                ,TX,766,3.20733333,"I-20, EXIT 599/SR-281, Longview , TX",32.47312,-94.068623
68419,ROAD RANGERS #270,"I-35, EXIT 114/SR-462",Moore,TX,740,3.169,"I-35, EXIT 114/SR-462, Moore, TX",28.89594,-99.115921
68420,SHELBINA Phillips 66,US-36 & SR-15,Shelbina,MO,494,3.099,"US-36 & SR-15, Shelbina, MO",39.697767,-92.0344753
68421,STRIPES,US-77,Refugio,TX,625,3.074,"US-77, Refugio, TX",28.3313781,-97.2469736
68423,GOLDEN GATE TRUCKSTOP,"I-80, EXIT 106 & SR-398",Lovelock,NV,966,3.649,"I-80, EXIT 106 & SR-398, Lovelock, NV",40.17935,-118.47348
68424,MAVERICK TRAVEL CENTER,"I-20, EXIT 386/US-281",Santo                                   ,TX,637,3.099,"I-20, EXIT 386/US-281, Santo , TX",32.692999,-102.028613
68428,STRIPES #40519,US-90/CR-1023,Uvalde,TX,740,3.359,"US-90/CR-1023, Uvalde, TX",29.240446,-99.727018
68432,PAPA ROCK,US-79/SR-76,Clarksville,TN,460,3.199,"US-79/SR-76, Clarksville, TN",36.5262913,-87.218168
68434,Circle K #2741789,"I-30, EXIT 98 & US-270",Malvern,AR,695,3.439,"I-30, EXIT 98 & US-270, Malvern, AR",34.46055,-92.75195
68440,EXPRESS GAS,"I-40, EXIT 2A/US-51",Memphis                                 ,TN,435,2.979,"I-40, EXIT 2A/US-51, Memphis , TN",35.231737,-90.013919
68441,QUIKTRIP #1106,US-76,Anderson,SC,30,2.959,"US-76, Anderson, SC",34.4464897,-82.3929512
68444,Sunoco,US-30,Roebling,NJ,160,3.159,"US-30, Roebling, NJ",40.1159436,-74.7862734
68446,J J OIL #07,US-160,Ulysses,KS,525,3.399,"US-160, Ulysses, KS",37.5764956,-101.353367
68447,JUMPIN JACKS 419,SR-161,Rockport                                ,IN,487,3.999,"SR-161, Rockport , IN",37.88311,-87.04944
68451,CASEYS #3439,US-63,Lime Springs,IA,433,3.56566666,"US-63, Lime Springs, IA",43.448494,-92.2804954
68453,Marathon,US-82/US-27,Cuthbert,GA,10,3.699,"US-82/US-27, Cuthbert, GA",31.7702713,-84.779218
68458,SPEEDWAY #6278,"I-96, EXIT 16",Coopersville,MI,456,3.599,"I-96, EXIT 16, Coopersville, MI",43.052947,-85.913799
68458,SPEEDWAY #6278,"I-96, EXIT 16",Coopersville,MI,456,3.499,"I-96, EXIT 16, Coopersville, MI",43.052947,-85.913799
68462,CHEVRON,SR-24 & SR-660,Houma                                   ,LA,623,3.099,"SR-24 & SR-660, Houma , LA",29.578671,-90.805402
68463,SPANISH LAKE TRUCK AND CASINO PLAZA,SR-182,New Iberia,LA,730,3.329,"SR-182, New Iberia, LA",29.949527,-91.832747
68465,LOVES TRAVEL STOP #470,"I-75, EXIT 451",Jasper,FL,10,3.32733333,"I-75, EXIT 451, Jasper, FL",30.417959,-83.165024
68466,KWIK TRIP #462,SR-11 & SR-83,Burlington,WI,444,3.274,"SR-11 & SR-83, Burlington, WI",42.692103,-88.228793
68468,SHELL,SR-193/SR-163 & CR-26,Theodore,AL,715,3.039,"SR-193/SR-163 & CR-26, Theodore, AL",30.509877,-88.173001
68469,8 MILE STORE,"US-64/I-40, EXIT 127",Conway,AR,695,3.399,"US-64/I-40, EXIT 127, Conway, AR",35.137936,-91.927184
68471,B LINE SHELL,SR-710,Jupiter                                 ,FL,140,3.95733333,"SR-710, Jupiter , FL",26.8875301,-80.1174691
68476,CREEK TRAVEL PLAZA,"I-65, EXIT 54",Atmore,AL,715,3.13566666,"I-65, EXIT 54, Atmore, AL",30.344828,-87.717128
68480,KUM & GO #0414,US-212/SR-265,Springdale,AR,645,3.14233333,"US-212/SR-265, Springdale, AR",36.16722,-94.240112
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.59452716,"HWY 91, Delta , BC",49.1679942,-122.9468594
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.3415277,"HWY 91, Delta , BC",49.1679942,-122.9468594
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.53546381,"HWY 91, Delta , BC",49.1679942,-122.9468594
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.62102914,"HWY 91, Delta , BC",49.1679942,-122.9468594
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.63022827,"HWY 91, Delta , BC",49.1679942,-122.9468594
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.65745123,"HWY 91, Delta , BC",49.1679942,-122.9468594
68493,FAST TRACK 427,"I-10, EXIT 225/US-19",Lamont,FL,20,3.739,"I-10, EXIT 225/US-19, Lamont, FL",30.589119,-84.587019
68494,LOVES TRAVEL STOPS #469,"I-85, EXIT 15 & US-1",South Hill,VA,180,3.949,"I-85, EXIT 15 & US-1, South Hill, VA",36.674878,-78.590215
68494,LOVES TRAVEL STOP #469,"I-85, EXIT 15 & US-1",South Hill,VA,180,3.949,"I-85, EXIT 15 & US-1, South Hill, VA",36.674878,-78.590215
68497,JACKSONS FOOD STORE #30,"I-86, EXIT 61",Pocatello                               ,ID,825,3.459,"I-86, EXIT 61, Pocatello , ID",42.777792,-112.85906
68499,DUBOIS TRAVEL STOP,I-15 & MAIN,Dubois                                  ,ID,825,4.299,"I-15 & MAIN, Dubois , ID",43.48759,-112.041314
68506,WARRIOR RIDGE,US-22 & SR-3035,Ashland,PA,14,3.699,"US-22 & SR-3035, Ashland, PA",40.996272,-78.514465
68511,PWI #675,I-10/US-85/US-180 EXIT 155 & SR-227,Vado,NM,640,2.949,"I-10/US-85/US-180 EXIT 155 & SR-227, Vado, NM",32.270665,-107.757577
68512,BP,US-29/SR-154,Palmetto                                ,GA,18,3.249,"US-29/SR-154, Palmetto , GA",33.559191,-84.710082
68518,CHEVRON,SR-243,Gordon                                  ,GA,85,3.359,"SR-243, Gordon , GA",32.881267,-83.302945
68520,SPEED GAS,SR-56,Rosenhayn                               ,NJ,150,3.459,"SR-56, Rosenhayn , NJ",39.47817,-75.13129
68522,MINIT MART #600632,"I-474, EXIT 9 & SR-29",Pekin,IL,368,3.739,"I-474, EXIT 9 & SR-29, Pekin, IL",40.534514,-89.560383
68524,Coastal Fuel,US-421,Wilmington                              ,NC,245,3.399,"US-421, Wilmington , NC",34.225486,-77.946845
68531,CASEYS #2845,"SR-150, I-380, EXIT 41",Urbana,IA,380,3.449,"SR-150, I-380, EXIT 41, Urbana, IA",41.891719,-92.69476
68533,MACH ONE FOOD SHOP #17,US-45/US-50,Flora,IL,510,3.899,"US-45/US-50, Flora, IL",38.673306,-88.451696
68534,BG FOOD MART,US-31,Bowling Green,KY,460,3.05733333,"US-31, Bowling Green, KY",36.9903199,-86.4436018
68535,CASEYS #3295,SR-35 & SR-27,Prairie Du Chien,WI,420,3.499,"SR-35 & SR-27, Prairie Du Chien, WI",43.084008,-91.069064
68541,DUCK THRU #3,SR-11 & SR-561,Ahoskie,NC,130,3.56233333,"SR-11 & SR-561, Ahoskie, NC",36.131803,-79.412521
68542,EXCELL FUELS,SR-5,Buffalo,NY,38,3.999,"SR-5, Buffalo, NY",42.8867166,-78.8783922
68549,GOOD 2 GO #212,US-310/SR 789,Lovell,WY,780,3.657,"US-310/SR 789, Lovell, WY",44.837524,-108.393442
68552,HUCKS FOOD & FUEL #368,"US-41, EXIT 44/SR-281",Madisonville,KY,340,3.399,"US-41, EXIT 44/SR-281, Madisonville, KY",37.299458,-87.532576
68556,MONICARLO FUEL STOP,US-61 & SR-54,Garyville                               ,LA,623,3.199,"US-61 & SR-54, Garyville , LA",30.07963,-90.62511
68559,KUM & GO #0779,"I-35, EXIT 92 & US-136",Bethany,MO,320,2.95566666,"I-35, EXIT 92 & US-136, Bethany, MO",40.128336,-94.887954
68562,CHEVRON,SR-3235,Galliano                                ,LA,725,3.499,"SR-3235, Galliano , LA",29.437009,-90.304724
68572,FOOD N FUN #17,US-90 & SR-83 & CR-605,New Iberia                              ,LA,730,3.067,"US-90 & SR-83 & CR-605, New Iberia , LA",29.949527,-91.832747
68574,SPRING STREET SERVICE STATION,US-1/US-9,Elizabeth                               ,NJ,115,3.099,"US-1/US-9, Elizabeth , NJ",40.6592102,-74.2087836
68581,CHEVRON #308195,"I-82, EXIT 58/US-12 & SR-223",Granger,WA,977,4.499,"I-82, EXIT 58/US-12 & SR-223, Granger, WA",46.631105,-120.516871
68581,CHEVRON #308195,"I-82, EXIT 58/US-12 & SR-223",Granger,WA,977,4.329,"I-82, EXIT 58/US-12 & SR-223, Granger, WA",46.631105,-120.516871
68588,SHELL,"US-202, EXIT 16",Orange,MA,175,3.649,"US-202, EXIT 16, Orange, MA",42.5593668,-72.2851904
68592,Sprint Food #742,US-25/SR-121,North Augusta                           ,SC,135,3.159,"US-25/SR-121, North Augusta , SC",33.526407,-81.939337
68593,ONE9 #1285,"I-20, EXIT 386 & US-281",Santo,TX,575,2.924,"I-20, EXIT 386 & US-281, Santo, TX",32.688102,-102.051078
68594,CIRCLE K #2723796,SR-S-8-33 & SR-S-8-119,Charleston,SC,42,3.199,"SR-S-8-33 & SR-S-8-119, Charleston, SC",32.85712,-79.970643
68595,SUPER LUCKY LOUIES,US-190/SR-1,Port Allen                              ,LA,600,3.03233333,"US-190/SR-1, Port Allen , LA",30.494882,-91.309262
68596,FLASH MARKET SHELL,US-63,Koshkonong,MO,418,3.499,"US-63, Koshkonong, MO",36.598628,-91.643894
68598,7-ELEVEN #41032,US-84 & US-259,Mount Enterprise,TX,618,3.349,"US-84 & US-259, Mount Enterprise, TX",31.9291663,-94.6850062
68602,NEW DIXIE MART #19,"I-95, EXIT150",Whitakers,NC,205,3.339,"I-95, EXIT150, Whitakers, NC",36.10543,-77.71275
68606,SAMS MART #95,SR-49,Harrisburg                              ,NC,46,3.799,"SR-49, Harrisburg , NC",35.837116,-80.302526
68613,SHEETZ #236,SR-441 & SR-772,Marietta,PA,70,3.389,"SR-441 & SR-772, Marietta, PA",40.05704,-76.55219
68618,MINER TOWNE MART,206 R-11,Shullsburg,WI,335,3.399,"206 R-11, Shullsburg, WI",42.57334,-90.23096
68621,CIRCLE K #2723367,"I-77, EXIT 8 & SR-148",Fancy Gap,VA,65,3.29066666,"I-77, EXIT 8 & SR-148, Fancy Gap, VA",36.943878,-81.083407
68622,PILOT #474,"I-79, EXIT 67 & SR-19",Sutton,WV,44,3.86566666,"I-79, EXIT 67 & SR-19, Sutton, WV",38.712902,-80.66382
68623,FLYING J TRAVEL PLAZA #304,"I-469, EXIT 19 & US-30",New Haven,IN,370,3.859,"I-469, EXIT 19 & US-30, New Haven, IN",41.3409,-85.098531
68623,FLYING J #304,"I-469, EXIT 19 & US-30",New Haven,IN,370,3.859,"I-469, EXIT 19 & US-30, New Haven, IN",41.3409,-85.098531
68624,PILOT #586,"I-10, EXIT 69 & SR-63",Moss Point                              ,MS,715,3.459,"I-10, EXIT 69 & SR-63, Moss Point , MS",30.492521,-88.46649
68625,FLYING J #470 HUDSON,"I-94, EXIT 10 & US-65",Roberts,WI,450,3.559,"I-94, EXIT 10 & US-65, Roberts, WI",43.679091,-89.849128
68626,BECKS EXPRESS MART #14,SR-26,Princeton,IL,270,3.249,"SR-26, Princeton, IL",41.424736,-89.452044
68630,DOWNSTREAM Q STORE,US-166/US-400,Joplin,MO,277,3.199,"US-166/US-400, Joplin, MO",37.113343,-94.502663
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.92467152,"HWY-111, EXIT 3, Dartmouth, NS",44.67134,-63.57719
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.87010202,"HWY-111, EXIT 3, Dartmouth, NS",44.67134,-63.57719
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.93190461,"HWY-111, EXIT 3, Dartmouth, NS",44.67134,-63.57719
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.89595718,"HWY-111, EXIT 3, Dartmouth, NS",44.67134,-63.57719
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.93248441,"HWY-111, EXIT 3, Dartmouth, NS",44.67134,-63.57719
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.89509753,"HWY-111, EXIT 3, Dartmouth, NS",44.67134,-63.57719
68639,PETRO-CANADA,QEW-2,Calgary,AB,50,4.07143281,"QEW-2, Calgary, AB",51.05011,-114.08529
68639,PETRO-CANADA,QEW-2,Calgary,AB,50,3.72969139,"QEW-2, Calgary, AB",51.05011,-114.08529
68639,PETRO-CANADA,QEW-2,Calgary,AB,50,3.84875514,"QEW-2, Calgary, AB",51.05011,-114.08529
68639,PETRO-CANADA,QEW-2,Calgary,AB,50,3.72804545,"QEW-2, Calgary, AB",51.05011,-114.08529
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.48307714,"HWY-37, Kitwanga, BC",55.0966993,-128.0763779
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.56330583,"HWY-37, Kitwanga, BC",55.0966993,-128.0763779
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.60163996,"HWY-37, Kitwanga, BC",55.0966993,-128.0763779
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.63022827,"HWY-37, Kitwanga, BC",55.0966993,-128.0763779
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.48076848,"HWY-37, Kitwanga, BC",55.0966993,-128.0763779
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.62102914,"HWY-37, Kitwanga, BC",55.0966993,-128.0763779
68642,EXXON SANDY RIDGE MART,"I-40/US-421, EXIT 208",Colfax,NC,65,3.099,"I-40/US-421, EXIT 208, Colfax, NC",35.390879,-80.536369
68643,SHELL,"I-95, EXIT 58 & US-13",Wade,NC,63,3.199,"I-95, EXIT 58 & US-13, Wade, NC",36.180869,-78.104879
68644,SUPERPUMPER #32,US-2,Minot,ND,452,3.599,"US-2, Minot, ND",48.229282,-101.16772
68650,MARATHON,"I-75, EXIT 8",Cincinnati                              ,OH,300,3.899,"I-75, EXIT 8, Cincinnati , OH",39.210708,-84.462351
68653,KWIK TRIP #679,"I-43, EXIT 128 & SR-42",Sheboygan,WI,444,3.21566666,"I-43, EXIT 128 & SR-42, Sheboygan, WI",43.806369,-87.767155
68656,TA Express Williston,US-2 & US-85,Williston                               ,ND,807,3.44733333,"US-2 & US-85, Williston , ND",48.1686664,-103.6259361
68659,KWIK TRIP #659,"US-52, EXIT 56 & CR-22",Rochester,MN,515,3.549,"US-52, EXIT 56 & CR-22, Rochester, MN",43.941699,-92.348449
68663,LOVES TRAVEL STOP #474,US-85/US-2 & CR-6,Williston,ND,273,3.519,"US-85/US-2 & CR-6, Williston, ND",48.225729,-103.649047
68665,BIG D 14,"I-90, EXIT 46/US-14/SR-79",Piedmont                                ,SD,506,3.13733333,"I-90, EXIT 46/US-14/SR-79, Piedmont , SD",44.520613,-103.871169
68671,CASEYS #2969,US-81 & RD F,Fairmont,NE,350,3.28233333,"US-81 & RD F, Fairmont, NE",40.625761,-97.614859
68672,24 NORTH MOBIL,"I-495, EXIT 7A & SR-24, EXIT 14B",Bridgewater,MA,175,3.699,"I-495, EXIT 7A & SR-24, EXIT 14B, Bridgewater, MA",41.902679,-70.964635
68674,TEXACO,US-290 & SR-696,Elgin                                   ,TX,595,3.099,"US-290 & SR-696, Elgin , TX",30.308019,-97.36044
68684,Rebecca Plantation Truck Plaza,"US-90, EXIT 200 & SR-311",Schriever                               ,LA,623,2.999,"US-90, EXIT 200 & SR-311, Schriever , LA",29.74215,-90.81037
68685,QUICK FUEL #2403,"I-29/I-35/SR-71, EXIT 5B",Kansas City,MO,400,3.344,"I-29/I-35/SR-71, EXIT 5B, Kansas City, MO",39.191468,-94.683724
68689,CHEVRON,"I-10, EXIT 59 & SR-395",Roanoke                                 ,LA,690,3.609,"I-10, EXIT 59 & SR-395, Roanoke , LA",30.494878,-92.425539
68690,MARATHON,US-30 & SR-30,Mansfield,OH,315,3.499,"US-30 & SR-30, Mansfield, OH",40.7791355,-82.4845018
68691,BYRNE DAIRY #43,"I-81, EXIT 36 & SR-13",Pulaski,NY,220,4.099,"I-81, EXIT 36 & SR-13, Pulaski, NY",40.786184,-73.981448
68692,DANDY MINI MART #57,SR-14,Horseheads,NY,190,3.899,"SR-14, Horseheads, NY",42.1669832,-76.8202973
68693,SUPER STOPS,SR-70 & SR-308,Belle Rose,LA,623,3.499,"SR-70 & SR-308, Belle Rose, LA",30.03307,-91.077279
68696,STRIPES #40800,FM-351 & US-181,Beeville,TX,625,3.01566666,"FM-351 & US-181, Beeville, TX",28.4191933,-97.7692691
68697,STRIPES #40915,"I-35, EXIT 8 & SR-20 & FM-1472",Laredo,TX,693,2.979,"I-35, EXIT 8 & SR-20 & FM-1472, Laredo, TX",27.507843,-99.502716
68698,GAS N WASH,"I-80, EXIT 145 & SR-84",Mokena,IL,365,3.499,"I-80, EXIT 145 & SR-84, Mokena, IL",41.553882,-87.812117
68699,ORGANIC CONNECTION MOBIL,SR-997,Homestead,FL,95,3.344,"SR-997, Homestead, FL",25.526889,-80.499812
68701,SPEEDWAY #1421,US-45 & CR-74,Frankfort,IL,293,3.399,"US-45 & CR-74, Frankfort, IL",41.730792,-88.05676
68701,SPEEDWAY #1421,US-45 & CR-74,Frankfort,IL,293,3.359,"US-45 & CR-74, Frankfort, IL",41.730792,-88.05676
68701,SPEEDWAY #1421,US-45 & CR-74,Frankfort,IL,293,3.299,"US-45 & CR-74, Frankfort, IL",41.730792,-88.05676
68701,SPEEDWAY #1421,US-45 & CR-74,Frankfort,IL,293,3.369,"US-45 & CR-74, Frankfort, IL",41.730792,-88.05676
68702,QUIKTRIP #1120,"I-85, EXIT 90 & SR-105",Gaffney,SC,210,3.19066666,"I-85, EXIT 90 & SR-105, Gaffney, SC",34.768465,-82.126967
68708,LOVES TRAVEL STOP #476,"I-80, EXIT 292 & SR-130",Davenport,IA,270,3.86233333,"I-80, EXIT 292 & SR-130, Davenport, IA",41.521038,-90.574849
68716,ALLTOWN MARKETS #833,I-95 EXIT 41,Milford,CT,100,3.599,"I-95 EXIT 41, Milford, CT",41.22232,-73.0565
68722,Pilot #140,US-40/US-191,Roosevelt,UT,835,3.759,"US-40/US-191, Roosevelt, UT",40.3021646,-109.9863823
